seqnames	start	end	width	strand	peakNames	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	symbol
chr1	40010041	40010462	422	*	c("macs_DMSO1__DMSO_1_new_peak_75", "macs_OLAP2__OLAP_2_new_peak_80", "macs_DMSO2__DMSO_2_new_peak_74", "macs_OLAP1__OLAP_1_new_peak_70")	0043	ENSG00000243970	40014380	40034379	-	downstream	24338	3918	Overlapping	PPIEL
chr1	40216709	40217006	298	*	c("macs_OLAP2__OLAP_2_new_peak_81", "macs_DMSO1__DMSO_1_new_peak_76", "macs_OLAP1__OLAP_1_new_peak_71", "macs_DMSO2__DMSO_2_new_peak_75")	0044	ENSG00000245290	40244649	40264648	+	upstream	-27940	27643	NearestLocation	NA
chr1	43505111	43505449	339	*	c("macs_OLAP1__OLAP_1_new_peak_77", "macs_OLAP2__OLAP_2_new_peak_87", "macs_DMSO2__DMSO_2_new_peak_78", "macs_DMSO1__DMSO_1_new_peak_83")	0045	ENSG00000207256	43447110	43467109	+	downstream	58001	38002	NearestLocation	NA
chr1	44223461	44223774	314	*	c("macs_DMSO2__DMSO_2_new_peak_80", "macs_OLAP2__OLAP_2_new_peak_89", "macs_OLAP1__OLAP_1_new_peak_80", "macs_DMSO1__DMSO_1_new_peak_84")	0046	ENSG00000229444	44183015	44203014	-	upstream	-20447	20447	NearestLocation	LOC101929592
chr1	44223461	44223774	314	*	c("macs_DMSO2__DMSO_2_new_peak_80", "macs_OLAP2__OLAP_2_new_peak_89", "macs_OLAP1__OLAP_1_new_peak_80", "macs_DMSO1__DMSO_1_new_peak_84")	0046	ENSG00000233674	44199101	44219100	+	downstream	24360	4361	Overlapping	NA
chr1	47147472	47147735	264	*	c("macs_OLAP1__OLAP_1_new_peak_83", "macs_OLAP2__OLAP_2_new_peak_93", "macs_DMSO1__DMSO_1_new_peak_86", "macs_DMSO2__DMSO_2_new_peak_83")	0047	ENSG00000123472	47124100	47144099	-	upstream	-3373	3373	NearestLocation	ATPAF1
chr1	47147472	47147735	264	*	c("macs_OLAP1__OLAP_1_new_peak_83", "macs_OLAP2__OLAP_2_new_peak_93", "macs_DMSO1__DMSO_1_new_peak_86", "macs_DMSO2__DMSO_2_new_peak_83")	0047	ENSG00000186118	47127446	47147445	+	downstream	20026	27	Overlapping	TEX38
chr1	47147472	47147735	264	*	c("macs_OLAP1__OLAP_1_new_peak_83", "macs_OLAP2__OLAP_2_new_peak_93", "macs_DMSO1__DMSO_1_new_peak_86", "macs_DMSO2__DMSO_2_new_peak_83")	0047	ENSG00000228237	47129709	47149708	+	inside	17763	1973	Overlapping	EFCAB14-AS1
chr1	47518229	47518435	207	*	c("macs_DMSO2__DMSO_2_new_peak_86", "macs_OLAP2__OLAP_2_new_peak_94", "macs_OLAP1__OLAP_1_new_peak_84", "macs_DMSO1__DMSO_1_new_peak_87")	0048	ENSG00000186160	47523161	47543160	+	upstream	-4932	4726	NearestLocation	CYP4Z1
chr1	48429219	48429546	328	*	c("macs_DMSO1__DMSO_1_new_peak_88", "macs_OLAP2__OLAP_2_new_peak_96", "macs_DMSO2__DMSO_2_new_peak_88", "macs_OLAP1__OLAP_1_new_peak_85")	0049	ENSG00000239802	48450273	48470272	-	downstream	41053	20727	NearestLocation	NA
chr1	48918547	48918835	289	*	c("macs_DMSO2__DMSO_2_new_peak_89", "macs_OLAP1__OLAP_1_new_peak_86", "macs_OLAP2__OLAP_2_new_peak_97", "macs_DMSO1__DMSO_1_new_peak_89")	0050	ENSG00000223175	48903609	48923608	+	inside	14938	4773	NearestLocation	NA
chr1	49490973	49491234	262	*	c("macs_DMSO1__DMSO_1_new_peak_90", "macs_OLAP2__OLAP_2_new_peak_98", "macs_OLAP1__OLAP_1_new_peak_87", "macs_DMSO2__DMSO_2_new_peak_90")	0051	ENSG00000229846	49503989	49523988	+	upstream	-13016	12755	NearestLocation	NA
chr1	50588890	50589327	438	*	c("macs_OLAP2__OLAP_2_new_peak_100", "macs_DMSO1__DMSO_1_new_peak_92", "macs_OLAP1__OLAP_1_new_peak_90", "macs_DMSO2__DMSO_2_new_peak_94")	0052	ENSG00000230828	50570610	50590609	+	inside	18280	1282	NearestLocation	NA
chr1	52025556	52025826	271	*	c("macs_DMSO2__DMSO_2_new_peak_95", "macs_OLAP1__OLAP_1_new_peak_92", "macs_OLAP2__OLAP_2_new_peak_104", "macs_DMSO1__DMSO_1_new_peak_93")	0053	ENSG00000117859	52032852	52052851	+	upstream	-7296	7026	NearestLocation	OSBPL9
chr1	52414179	52414727	549	*	c("macs_OLAP1__OLAP_1_new_peak_94", "macs_DMSO1__DMSO_1_new_peak_94", "macs_OLAP2__OLAP_2_new_peak_106", "macs_DMSO2__DMSO_2_new_peak_97")	0054	ENSG00000200839	52429083	52449082	+	upstream	-14904	14356	NearestLocation	NA
chr1	55370477	55370756	280	*	c("macs_DMSO1__DMSO_1_new_peak_97", "macs_DMSO2__DMSO_2_new_peak_103", "macs_OLAP2__OLAP_2_new_peak_111", "macs_OLAP1__OLAP_1_new_peak_97")	0055	ENSG00000116133	55342892	55362891	-	upstream	-7586	7586	NearestLocation	DHCR24
chr1	55370477	55370756	280	*	c("macs_DMSO1__DMSO_1_new_peak_97", "macs_DMSO2__DMSO_2_new_peak_103", "macs_OLAP2__OLAP_2_new_peak_111", "macs_OLAP1__OLAP_1_new_peak_97")	0055	ENSG00000198549	55368846	55388845	-	inside	18368	1631	Overlapping	NA
chr1	57253777	57254178	402	*	c("macs_DMSO2__DMSO_2_new_peak_107", "macs_OLAP1__OLAP_1_new_peak_100", "macs_DMSO1__DMSO_1_new_peak_102", "macs_OLAP2__OLAP_2_new_peak_117")	0056	ENSG00000187889	57275370	57295369	-	downstream	41592	21192	NearestLocation	FYB2
chr1	59536995	59537323	329	*	c("macs_DMSO2__DMSO_2_new_peak_110", "macs_OLAP1__OLAP_1_new_peak_102", "macs_OLAP2__OLAP_2_new_peak_120", "macs_DMSO1__DMSO_1_new_peak_105")	0057	ENSG00000241042	59511722	59531721	-	upstream	-5274	5274	NearestLocation	NA
chr1	59536995	59537323	329	*	c("macs_DMSO2__DMSO_2_new_peak_110", "macs_OLAP1__OLAP_1_new_peak_102", "macs_OLAP2__OLAP_2_new_peak_120", "macs_DMSO1__DMSO_1_new_peak_105")	0057	ENSG00000235215	59533789	59553788	-	inside	16793	3206	Overlapping	NA
chr1	60061535	60061831	297	*	c("macs_DMSO1__DMSO_1_new_peak_107", "macs_OLAP1__OLAP_1_new_peak_103", "macs_OLAP2__OLAP_2_new_peak_122", "macs_DMSO2__DMSO_2_new_peak_111")	0058	ENSG00000231816	60228468	60248467	+	upstream	-166933	166637	NearestLocation	NA
chr1	60132752	60133038	287	*	c("macs_DMSO2__DMSO_2_new_peak_113", "macs_OLAP2__OLAP_2_new_peak_124", "macs_OLAP1__OLAP_1_new_peak_104", "macs_DMSO1__DMSO_1_new_peak_109")	0059	ENSG00000231816	60228468	60248467	+	upstream	-95716	95430	NearestLocation	NA
chr1	60740381	60740785	405	*	c("macs_DMSO1__DMSO_1_new_peak_111", "macs_DMSO2__DMSO_2_new_peak_115", "macs_OLAP2__OLAP_2_new_peak_126", "macs_OLAP1__OLAP_1_new_peak_106")	0060	ENSG00000238242	60570548	60590547	+	downstream	169833	149834	NearestLocation	NA
chr1	61818988	61819303	316	*	c("macs_DMSO2__DMSO_2_new_peak_118", "macs_OLAP1__OLAP_1_new_peak_113", "macs_DMSO1__DMSO_1_new_peak_113", "macs_OLAP2__OLAP_2_new_peak_130")	0061	ENSG00000237853	61709183	61729182	-	upstream	-89806	89806	NearestLocation	NFIA-AS1
chr1	62106316	62106637	322	*	c("macs_OLAP2__OLAP_2_new_peak_131", "macs_OLAP1__OLAP_1_new_peak_114", "macs_DMSO2__DMSO_2_new_peak_120", "macs_DMSO1__DMSO_1_new_peak_114")	0062	ENSG00000223920	62109822	62129821	+	upstream	-3506	3185	NearestLocation	NA
chr1	63945729	63946194	466	*	c("macs_OLAP2__OLAP_2_new_peak_134", "macs_DMSO1__DMSO_1_new_peak_115", "macs_OLAP1__OLAP_1_new_peak_116", "macs_DMSO2__DMSO_2_new_peak_122")	0063	ENSG00000203965	63979014	63999013	+	upstream	-33285	32820	NearestLocation	EFCAB7
chr1	64367387	64367737	351	*	c("macs_DMSO1__DMSO_1_new_peak_117", "macs_OLAP1__OLAP_1_new_peak_119", "macs_DMSO2__DMSO_2_new_peak_124", "macs_OLAP2__OLAP_2_new_peak_135")	0064	ENSG00000228056	64299358	64319357	-	upstream	-48030	48030	NearestLocation	NA
chr1	64394366	64394777	412	*	c("macs_DMSO1__DMSO_1_new_peak_118", "macs_OLAP1__OLAP_1_new_peak_120", "macs_DMSO2__DMSO_2_new_peak_125", "macs_OLAP2__OLAP_2_new_peak_136")	0065	ENSG00000228056	64299358	64319357	-	upstream	-75009	75009	NearestLocation	NA
chr1	64806460	64806751	292	*	c("macs_DMSO2__DMSO_2_new_peak_127", "macs_OLAP1__OLAP_1_new_peak_121", "macs_OLAP2__OLAP_2_new_peak_138", "macs_DMSO1__DMSO_1_new_peak_119")	0066	ENSG00000238653	64840143	64860142	-	downstream	53682	33392	NearestLocation	NA
chr1	65619373	65619616	244	*	c("macs_DMSO2__DMSO_2_new_peak_129", "macs_DMSO1__DMSO_1_new_peak_124", "macs_OLAP2__OLAP_2_new_peak_140", "macs_OLAP1__OLAP_1_new_peak_128")	0067	ENSG00000162433	65603233	65623232	+	inside	16140	3616	Overlapping	AK4
