seqnames	start	end	width	strand	peakNames	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	symbol
chr1	57104996	57105226	231	*	c("macs_OLAP2__OLAP_2_new_peak_115", "macs_OLAP1__OLAP_1_new_peak_99")	010	ENSG00000162409	57100996	57120995	+	inside	4000	4000	NearestLocation	PRKAA2
chr1	60554497	60554691	195	*	c("macs_OLAP1__OLAP_1_new_peak_105", "macs_OLAP2__OLAP_2_new_peak_125")	011	ENSG00000229332	60553083	60573082	+	inside	1414	1414	NearestLocation	NA
chr1	69421100	69421418	319	*	c("macs_OLAP1__OLAP_1_new_peak_136", "macs_OLAP2__OLAP_2_new_peak_147")	012	ENSG00000223883	69511582	69531581	+	upstream	-90482	90164	NearestLocation	LINC01707
chr1	71554465	71554646	182	*	c("macs_OLAP2__OLAP_2_new_peak_151", "macs_OLAP1__OLAP_1_new_peak_140")	013	ENSG00000132485	71536981	71556980	-	inside	2515	2334	NearestLocation	ZRANB2
chr1	71554465	71554646	182	*	c("macs_OLAP2__OLAP_2_new_peak_151", "macs_OLAP1__OLAP_1_new_peak_140")	013	ENSG00000229956	71537008	71557007	+	inside	17457	2361	Overlapping	ZRANB2-AS2
chr1	78612156	78612400	245	*	c("macs_OLAP2__OLAP_2_new_peak_161", "macs_OLAP1__OLAP_1_new_peak_151")	014	ENSG00000233333	78626999	78646998	-	downstream	34842	14599	NearestLocation	NA
chr1	79449583	79449814	232	*	c("macs_OLAP2__OLAP_2_new_peak_169", "macs_OLAP1__OLAP_1_new_peak_156")	015	ENSG00000162618	79462496	79482495	-	downstream	32912	12682	NearestLocation	ADGRL4
chr1	82663686	82663936	251	*	c("macs_OLAP1__OLAP_1_new_peak_166", "macs_OLAP2__OLAP_2_new_peak_183")	016	ENSG00000233290	82716818	82736817	-	downstream	73131	52882	NearestLocation	NA
chr1	85893112	85893412	301	*	c("macs_OLAP1__OLAP_1_new_peak_174", "macs_OLAP2__OLAP_2_new_peak_193")	017	ENSG00000199459	85890968	85910967	-	inside	17855	2144	NearestLocation	NA
chr1	85962066	85962280	215	*	c("macs_OLAP1__OLAP_1_new_peak_175", "macs_OLAP2__OLAP_2_new_peak_194")	018	ENSG00000245362	85911608	85931607	+	downstream	50458	30459	NearestLocation	NA
chr1	92481632	92481984	353	*	c("macs_OLAP2__OLAP_2_new_peak_204", "macs_OLAP1__OLAP_1_new_peak_185")	019	ENSG00000172031	92485540	92505539	+	upstream	-3908	3556	NearestLocation	EPHX4
chr1	112185820	112186060	241	*	c("macs_OLAP1__OLAP_1_new_peak_222", "macs_OLAP2__OLAP_2_new_peak_253")	020	ENSG00000215867	112182167	112202166	-	inside	16346	3653	NearestLocation	NA
chr1	112185820	112186060	241	*	c("macs_OLAP1__OLAP_1_new_peak_222", "macs_OLAP2__OLAP_2_new_peak_253")	020	ENSG00000201028	112183156	112203155	-	inside	17335	2664	Overlapping	NA
chr1	115005604	115005878	275	*	c("macs_OLAP2__OLAP_2_new_peak_262", "macs_OLAP1__OLAP_1_new_peak_230")	021	ENSG00000226984	114992557	115012556	+	inside	13047	6678	Overlapping	NA
chr1	115005604	115005878	275	*	c("macs_OLAP2__OLAP_2_new_peak_262", "macs_OLAP1__OLAP_1_new_peak_230")	021	ENSG00000225650	115000938	115020937	+	inside	4666	4666	NearestLocation	NA
chr1	116676557	116676852	296	*	c("macs_OLAP2__OLAP_2_new_peak_266", "macs_OLAP1__OLAP_1_new_peak_235")	022	ENSG00000235933	116696906	116716905	+	upstream	-20349	20054	NearestLocation	NA
chr1	119728135	119728354	220	*	c("macs_OLAP2__OLAP_2_new_peak_275", "macs_OLAP1__OLAP_1_new_peak_243")	023	ENSG00000116874	119673295	119693294	-	upstream	-34841	34841	NearestLocation	WARS2
chr1	153939482	153939674	193	*	c("macs_OLAP1__OLAP_1_new_peak_255", "macs_OLAP2__OLAP_2_new_peak_288")	024	ENSG00000160741	153921102	153941101	-	inside	1619	1427	NearestLocation	CRTC2
chr1	153939482	153939674	193	*	c("macs_OLAP1__OLAP_1_new_peak_255", "macs_OLAP2__OLAP_2_new_peak_288")	024	ENSG00000143570	153930189	153950188	-	inside	10706	9293	Overlapping	SLC39A1
chr1	153939482	153939674	193	*	c("macs_OLAP1__OLAP_1_new_peak_255", "macs_OLAP2__OLAP_2_new_peak_288")	024	ENSG00000143578	153930011	153950010	+	inside	9471	9471	Overlapping	CREB3L4
chr1	153939482	153939674	193	*	c("macs_OLAP1__OLAP_1_new_peak_255", "macs_OLAP2__OLAP_2_new_peak_288")	024	ENSG00000143543	153940165	153960164	-	downstream	20682	491	Overlapping	JTB
chr1	159822997	159823179	183	*	c("macs_OLAP2__OLAP_2_new_peak_299", "macs_OLAP1__OLAP_1_new_peak_264")	025	ENSG00000188004	159815138	159835137	-	inside	12140	7859	Overlapping	NA
chr1	159822997	159823179	183	*	c("macs_OLAP2__OLAP_2_new_peak_299", "macs_OLAP1__OLAP_1_new_peak_264")	025	ENSG00000212161	159811763	159831762	-	inside	8765	8583	NearestLocation	NA
chr1	159822997	159823179	183	*	c("macs_OLAP2__OLAP_2_new_peak_299", "macs_OLAP1__OLAP_1_new_peak_264")	025	ENSG00000243284	159822448	159842447	-	inside	19450	549	Overlapping	VSIG8
chr1	162159233	162159446	214	*	c("macs_OLAP2__OLAP_2_new_peak_307", "macs_OLAP1__OLAP_1_new_peak_270")	026	ENSG00000198929	162029567	162049566	+	downstream	129666	109667	NearestLocation	NOS1AP
chr1	171179534	171179749	216	*	c("macs_OLAP2__OLAP_2_new_peak_343", "macs_OLAP1__OLAP_1_new_peak_295")	027	ENSG00000225243	171186928	171206927	-	downstream	27393	7179	NearestLocation	NA
chr1	171932187	171932374	188	*	c("macs_OLAP2__OLAP_2_new_peak_345", "macs_OLAP1__OLAP_1_new_peak_298")	028	ENSG00000233540	171823328	171843327	+	downstream	108859	88860	NearestLocation	DNM3-IT1
chr1	172439341	172439569	229	*	c("macs_OLAP1__OLAP_1_new_peak_299", "macs_OLAP2__OLAP_2_new_peak_346")	029	ENSG00000135845	172403231	172423230	-	upstream	-16111	16111	NearestLocation	PIGC
chr1	182187177	182187384	208	*	c("macs_OLAP1__OLAP_1_new_peak_315", "macs_OLAP2__OLAP_2_new_peak_367")	030	ENSG00000232096	182142232	182162231	-	upstream	-24946	24946	NearestLocation	NA
chr1	182676357	182676572	216	*	c("macs_OLAP2__OLAP_2_new_peak_368", "macs_OLAP1__OLAP_1_new_peak_317")	031	ENSG00000227181	182671998	182691997	+	inside	4359	4359	NearestLocation	LINC01688
chr1	186535701	186535911	211	*	c("macs_OLAP2__OLAP_2_new_peak_388", "macs_OLAP1__OLAP_1_new_peak_335")	032	ENSG00000228238	186537412	186557411	+	upstream	-1711	1501	NearestLocation	NA
chr1	186535701	186535911	211	*	c("macs_OLAP2__OLAP_2_new_peak_388", "macs_OLAP1__OLAP_1_new_peak_335")	032	ENSG00000233196	186540324	186560323	-	downstream	24622	4413	Overlapping	NA
chr1	192660157	192660415	259	*	c("macs_OLAP1__OLAP_1_new_peak_351", "macs_OLAP2__OLAP_2_new_peak_405")	033	ENSG00000231767	192675314	192695313	+	upstream	-15157	14899	NearestLocation	NA
chr1	218743938	218744133	196	*	c("macs_OLAP1__OLAP_1_new_peak_396", "macs_OLAP2__OLAP_2_new_peak_449")	034	ENSG00000212610	218705242	218725241	-	upstream	-18697	18697	NearestLocation	NA
chr1	223922286	223922541	256	*	c("macs_OLAP2__OLAP_2_new_peak_468", "macs_OLAP1__OLAP_1_new_peak_412")	035	ENSG00000162909	223879348	223899347	+	downstream	42938	22939	NearestLocation	CAPN2
chr1	226741461	226741664	204	*	c("macs_OLAP2__OLAP_2_new_peak_479", "macs_OLAP1__OLAP_1_new_peak_425")	036	ENSG00000203685	226726502	226746501	+	inside	14959	4837	NearestLocation	STUM
chr1	237398331	237398529	199	*	c("macs_OLAP1__OLAP_1_new_peak_446", "macs_OLAP2__OLAP_2_new_peak_503")	037	ENSG00000244339	237274108	237294107	+	downstream	124223	104224	NearestLocation	NA
chr10	1462302	1462500	199	*	c("macs_OLAP1__OLAP_1_new_peak_462", "macs_OLAP2__OLAP_2_new_peak_527")	038	ENSG00000233052	1393833	1413832	-	upstream	-48470	48470	NearestLocation	NA
chr10	5804589	5804784	196	*	c("macs_OLAP2__OLAP_2_new_peak_533", "macs_OLAP1__OLAP_1_new_peak_466")	039	ENSG00000226647	5776031	5796030	-	upstream	-8559	8559	NearestLocation	NA
chr10	8656279	8656520	242	*	c("macs_OLAP1__OLAP_1_new_peak_470", "macs_OLAP2__OLAP_2_new_peak_539")	040	ENSG00000236420	8651897	8671896	+	inside	4382	4382	NearestLocation	NA
chr10	13180116	13180408	293	*	c("macs_OLAP2__OLAP_2_new_peak_544", "macs_OLAP1__OLAP_1_new_peak_474")	041	ENSG00000234175	13171534	13191533	-	inside	11417	8582	NearestLocation	NA
chr10	13180116	13180408	293	*	c("macs_OLAP2__OLAP_2_new_peak_544", "macs_OLAP1__OLAP_1_new_peak_474")	041	ENSG00000228330	13174978	13194977	-	inside	14861	5138	Overlapping	NA
chr10	21977429	21977688	260	*	c("macs_OLAP2__OLAP_2_new_peak_558", "macs_OLAP1__OLAP_1_new_peak_483")	042	ENSG00000201390	21940671	21960670	-	upstream	-16759	16759	NearestLocation	NA
chr10	22841894	22842109	216	*	c("macs_OLAP2__OLAP_2_new_peak_563", "macs_OLAP1__OLAP_1_new_peak_490")	043	ENSG00000246742	22716010	22736009	+	downstream	125884	105885	NearestLocation	NA
chr10	25498609	25498888	280	*	c("macs_OLAP1__OLAP_1_new_peak_499", "macs_OLAP2__OLAP_2_new_peak_573")	044	ENSG00000233642	25455206	25475205	-	upstream	-23404	23404	NearestLocation	GPR158-AS1
chr10	34809127	34809317	191	*	c("macs_OLAP1__OLAP_1_new_peak_509", "macs_OLAP2__OLAP_2_new_peak_592")	045	ENSG00000234167	34767807	34787806	-	upstream	-21321	21321	NearestLocation	NA
chr10	35127551	35127740	190	*	c("macs_OLAP2__OLAP_2_new_peak_593", "macs_OLAP1__OLAP_1_new_peak_511")	046	ENSG00000148498	35094250	35114249	-	upstream	-13302	13302	NearestLocation	PARD3
chr10	35419538	35419783	246	*	c("macs_OLAP1__OLAP_1_new_peak_512", "macs_OLAP2__OLAP_2_new_peak_594")	047	ENSG00000230534	35405949	35425948	-	inside	6410	6165	NearestLocation	NA
chr10	35419538	35419783	246	*	c("macs_OLAP1__OLAP_1_new_peak_512", "macs_OLAP2__OLAP_2_new_peak_594")	047	ENSG00000095794	35405720	35425719	+	inside	13818	5936	Overlapping	CREM
chr10	71074854	71075117	264	*	c("macs_OLAP1__OLAP_1_new_peak_564", "macs_OLAP2__OLAP_2_new_peak_657")	048	ENSG00000229197	71050574	71070573	-	upstream	-4281	4281	NearestLocation	NA
chr10	92783265	92783437	173	*	c("macs_OLAP1__OLAP_1_new_peak_612", "macs_OLAP2__OLAP_2_new_peak_705")	049	ENSG00000224851	92796924	92816923	+	upstream	-13659	13487	NearestLocation	NA
chr10	93563930	93564181	252	*	c("macs_OLAP2__OLAP_2_new_peak_707", "macs_OLAP1__OLAP_1_new_peak_613")	050	ENSG00000228701	93548049	93568048	-	inside	4118	3867	NearestLocation	TNKS2-AS1
chr10	93563930	93564181	252	*	c("macs_OLAP2__OLAP_2_new_peak_707", "macs_OLAP1__OLAP_1_new_peak_613")	050	ENSG00000107854	93548070	93568069	+	inside	15860	3888	Overlapping	TNKS2
chr10	93563930	93564181	252	*	c("macs_OLAP2__OLAP_2_new_peak_707", "macs_OLAP1__OLAP_1_new_peak_613")	050	ENSG00000180581	93557254	93577253	-	inside	13323	6676	Overlapping	NA
chr10	93788796	93789100	305	*	c("macs_OLAP2__OLAP_2_new_peak_709", "macs_OLAP1__OLAP_1_new_peak_615")	051	ENSG00000214549	93868422	93888421	+	upstream	-79626	79322	NearestLocation	NA
chr10	98430711	98430913	203	*	c("macs_OLAP2__OLAP_2_new_peak_726", "macs_OLAP1__OLAP_1_new_peak_624")	052	ENSG00000227032	98371465	98391464	-	upstream	-39247	39247	NearestLocation	NA
chr10	100372828	100373068	241	*	c("macs_OLAP2__OLAP_2_new_peak_729", "macs_OLAP1__OLAP_1_new_peak_627")	053	ENSG00000107521	100196710	100216709	-	upstream	-156119	156119	NearestLocation	HPS1
chr10	104947337	104947559	223	*	c("macs_OLAP1__OLAP_1_new_peak_635", "macs_OLAP2__OLAP_2_new_peak_736")	054	ENSG00000076685	104943057	104963056	-	inside	15719	4280	NearestLocation	NT5C2
chr10	104947337	104947559	223	*	c("macs_OLAP1__OLAP_1_new_peak_635", "macs_OLAP2__OLAP_2_new_peak_736")	054	ENSG00000213277	104925312	104945311	+	downstream	22025	2026	Overlapping	NA
chr10	112896853	112897189	337	*	c("macs_OLAP1__OLAP_1_new_peak_649", "macs_OLAP2__OLAP_2_new_peak_752")	055	ENSG00000213247	112854715	112874714	+	downstream	42138	22139	NearestLocation	NA
chr10	122486539	122486877	339	*	c("macs_OLAP2__OLAP_2_new_peak_778", "macs_OLAP1__OLAP_1_new_peak_668")	056	ENSG00000227165	122541438	122561437	-	downstream	74898	54561	NearestLocation	WDR11-AS1
chr10	124793851	124794121	271	*	c("macs_OLAP1__OLAP_1_new_peak_674", "macs_OLAP2__OLAP_2_new_peak_785")	057	ENSG00000095574	124758334	124778333	-	upstream	-15518	15518	NearestLocation	IKZF5
chr10	127227581	127227791	211	*	c("macs_OLAP2__OLAP_2_new_peak_788", "macs_OLAP1__OLAP_1_new_peak_679")	058	ENSG00000237675	127252941	127272940	+	upstream	-25360	25150	NearestLocation	TEX36-AS1
chr11	9110672	9110952	281	*	c("macs_OLAP1__OLAP_1_new_peak_706", "macs_OLAP2__OLAP_2_new_peak_820")	059	ENSG00000175356	9103156	9123155	-	inside	12483	7516	Overlapping	SCUBE2
chr11	9110672	9110952	281	*	c("macs_OLAP1__OLAP_1_new_peak_706", "macs_OLAP2__OLAP_2_new_peak_820")	059	ENSG00000213538	9106610	9126609	+	inside	4062	4062	NearestLocation	KRT8P41
chr11	9667988	9668265	278	*	c("macs_OLAP1__OLAP_1_new_peak_707", "macs_OLAP2__OLAP_2_new_peak_822")	060	ENSG00000239470	9671986	9691985	+	upstream	-3998	3721	NearestLocation	NA
chr11	14434406	14434646	241	*	c("macs_OLAP1__OLAP_1_new_peak_723", "macs_OLAP2__OLAP_2_new_peak_842")	061	ENSG00000245735	14467752	14487751	+	upstream	-33346	33106	NearestLocation	NA
chr11	25575529	25575744	216	*	c("macs_OLAP2__OLAP_2_new_peak_868", "macs_OLAP1__OLAP_1_new_peak_743")	062	ENSG00000240298	25600342	25620341	-	downstream	44812	24598	NearestLocation	NA
chr11	26869033	26869243	211	*	c("macs_OLAP2__OLAP_2_new_peak_873", "macs_OLAP1__OLAP_1_new_peak_747")	063	ENSG00000148942	26734974	26754973	-	upstream	-114060	114060	NearestLocation	SLC5A12
chr11	29091332	29091560	229	*	c("macs_OLAP2__OLAP_2_new_peak_882", "macs_OLAP1__OLAP_1_new_peak_757")	064	ENSG00000211499	29288237	29308236	+	upstream	-196905	196677	NearestLocation	NA
chr11	35991375	35991595	221	*	c("macs_OLAP2__OLAP_2_new_peak_904", "macs_OLAP1__OLAP_1_new_peak_777")	065	ENSG00000179241	35955629	35975628	+	downstream	35746	15747	NearestLocation	LDLRAD3
chr11	75403732	75404035	304	*	c("macs_OLAP1__OLAP_1_new_peak_834", "macs_OLAP2__OLAP_2_new_peak_975")	066	ENSG00000171533	75369480	75389479	-	upstream	-14253	14253	NearestLocation	MAP6
chr11	95082089	95082351	263	*	c("macs_OLAP2__OLAP_2_new_peak_1027", "macs_OLAP1__OLAP_1_new_peak_871")	067	ENSG00000149212	94954247	94974246	-	upstream	-107843	107843	NearestLocation	SESN3
chr11	102921238	102921577	340	*	c("macs_OLAP2__OLAP_2_new_peak_1040", "macs_OLAP1__OLAP_1_new_peak_885")	068	ENSG00000239861	102905967	102925966	+	inside	15271	4389	NearestLocation	NA
chr11	105998453	105998637	185	*	c("macs_OLAP1__OLAP_1_new_peak_889", "macs_OLAP2__OLAP_2_new_peak_1043")	069	ENSG00000182359	105938466	105958465	-	upstream	-39988	39988	NearestLocation	KBTBD3
chr11	117047002	117047176	175	*	c("macs_OLAP2__OLAP_2_new_peak_1074", "macs_OLAP1__OLAP_1_new_peak_917")	070	ENSG00000149577	117039460	117059459	+	inside	7542	7542	NearestLocation	SIDT2
chr12	26948953	26949160	208	*	c("macs_OLAP1__OLAP_1_new_peak_1000", "macs_OLAP2__OLAP_2_new_peak_1156")	071	ENSG00000123104	26976132	26996131	-	downstream	47178	26972	NearestLocation	ITPR2
chr12	62927312	62927503	192	*	c("macs_OLAP1__OLAP_1_new_peak_1056", "macs_OLAP2__OLAP_2_new_peak_1216")	072	ENSG00000202034	62929460	62949459	-	downstream	22147	1957	NearestLocation	NA
chr12	64199897	64200127	231	*	c("macs_OLAP2__OLAP_2_new_peak_1219", "macs_OLAP1__OLAP_1_new_peak_1059")	073	ENSG00000196935	64228542	64248541	+	upstream	-28645	28415	NearestLocation	SRGAP1
chr12	79487599	79487925	327	*	c("macs_OLAP1__OLAP_1_new_peak_1091", "macs_OLAP2__OLAP_2_new_peak_1261")	074	ENSG00000067715	79247774	79267773	+	downstream	239825	219826	NearestLocation	SYT1
chr12	81243323	81243581	259	*	c("macs_OLAP2__OLAP_2_new_peak_1266", "macs_OLAP1__OLAP_1_new_peak_1097")	075	ENSG00000207763	81216409	81236408	-	upstream	-6915	6915	NearestLocation	MIR617
chr12	81319865	81320078	214	*	c("macs_OLAP2__OLAP_2_new_peak_1267", "macs_OLAP1__OLAP_1_new_peak_1098")	076	ENSG00000111052	81321695	81341694	-	downstream	21829	1617	Overlapping	LIN7A
chr12	81319865	81320078	214	*	c("macs_OLAP2__OLAP_2_new_peak_1267", "macs_OLAP1__OLAP_1_new_peak_1098")	076	ENSG00000208022	81319613	81339612	-	inside	19747	252	Overlapping	MIR618
chr12	81319865	81320078	214	*	c("macs_OLAP2__OLAP_2_new_peak_1267", "macs_OLAP1__OLAP_1_new_peak_1098")	076	ENSG00000247713	81320194	81340193	+	upstream	-329	116	NearestLocation	NA
chr12	89195058	89195272	215	*	c("macs_OLAP2__OLAP_2_new_peak_1281", "macs_OLAP1__OLAP_1_new_peak_1111")	077	ENSG00000239760	89250421	89270420	+	upstream	-55363	55149	NearestLocation	NA
chr12	93357613	93357807	195	*	c("macs_OLAP1__OLAP_1_new_peak_1118", "macs_OLAP2__OLAP_2_new_peak_1290")	078	ENSG00000202534	93336416	93356415	+	downstream	21197	1198	NearestLocation	NA
chr12	95283420	95283628	209	*	c("macs_OLAP2__OLAP_2_new_peak_1296", "macs_OLAP1__OLAP_1_new_peak_1122")	079	ENSG00000216306	95218231	95238230	+	downstream	65189	45190	NearestLocation	KRT19P2
chr12	107553273	107553511	239	*	c("macs_OLAP1__OLAP_1_new_peak_1142", "macs_OLAP2__OLAP_2_new_peak_1322")	080	ENSG00000008405	107477599	107497598	-	upstream	-55675	55675	NearestLocation	CRY1
chr13	26073699	26073932	234	*	c("macs_OLAP2__OLAP_2_new_peak_1373", "macs_OLAP1__OLAP_1_new_peak_1181")	081	ENSG00000199767	26081258	26101257	+	upstream	-7559	7326	NearestLocation	NA
chr13	26555276	26555538	263	*	c("macs_OLAP2__OLAP_2_new_peak_1376", "macs_OLAP1__OLAP_1_new_peak_1185")	082	ENSG00000223158	26514960	26534959	-	upstream	-20317	20317	NearestLocation	NA
chr13	32499829	32500018	190	*	c("macs_OLAP1__OLAP_1_new_peak_1193", "macs_OLAP2__OLAP_2_new_peak_1387")	083	ENSG00000235822	32549823	32569822	+	upstream	-49994	49805	NearestLocation	NA
chr13	36194134	36194360	227	*	c("macs_OLAP2__OLAP_2_new_peak_1402", "macs_OLAP1__OLAP_1_new_peak_1203")	084	ENSG00000236036	36261662	36281661	+	upstream	-67528	67302	NearestLocation	LINC00445
chr13	44127653	44127912	260	*	c("macs_OLAP1__OLAP_1_new_peak_1219", "macs_OLAP2__OLAP_2_new_peak_1420")	085	ENSG00000233821	44108055	44128054	+	inside	19598	142	NearestLocation	NA
chr13	51383950	51384216	267	*	c("macs_OLAP1__OLAP_1_new_peak_1239", "macs_OLAP2__OLAP_2_new_peak_1440")	086	ENSG00000237152	51371993	51391992	+	inside	11957	7776	NearestLocation	NA
chr13	51383950	51384216	267	*	c("macs_OLAP1__OLAP_1_new_peak_1239", "macs_OLAP2__OLAP_2_new_peak_1440")	086	ENSG00000200711	51377243	51397242	-	inside	13292	6707	Overlapping	NA
chr13	51898474	51898723	250	*	c("macs_OLAP2__OLAP_2_new_peak_1441", "macs_OLAP1__OLAP_1_new_peak_1240")	087	ENSG00000215461	51899910	51919909	+	upstream	-1436	1187	NearestLocation	NA
chr13	57412978	57413229	252	*	c("macs_OLAP2__OLAP_2_new_peak_1449", "macs_OLAP1__OLAP_1_new_peak_1248")	088	ENSG00000201665	57449737	57469736	-	downstream	56758	36508	NearestLocation	NA
chr13	65802941	65803131	191	*	c("macs_OLAP1__OLAP_1_new_peak_1262", "macs_OLAP2__OLAP_2_new_peak_1473")	089	ENSG00000214266	65875086	65895085	-	downstream	92144	71955	NearestLocation	NA
chr13	78946904	78947114	211	*	c("macs_OLAP2__OLAP_2_new_peak_1495", "macs_OLAP1__OLAP_1_new_peak_1281")	090	ENSG00000200686	78919464	78939463	-	upstream	-7441	7441	NearestLocation	NA
chr13	84585139	84585341	203	*	c("macs_OLAP2__OLAP_2_new_peak_1508", "macs_OLAP1__OLAP_1_new_peak_1292")	091	ENSG00000224188	84584463	84604462	+	inside	676	676	NearestLocation	NA
chr13	110189587	110189823	237	*	c("macs_OLAP1__OLAP_1_new_peak_1333", "macs_OLAP2__OLAP_2_new_peak_1561")	092	ENSG00000229792	110043044	110063043	+	downstream	146543	126544	NearestLocation	LINC00399
chr13	111278008	111278289	282	*	c("macs_OLAP1__OLAP_1_new_peak_1337", "macs_OLAP2__OLAP_2_new_peak_1567")	093	ENSG00000213995	111257894	111277893	+	downstream	20114	115	NearestLocation	NAXD
chr14	26557766	26557946	181	*	c("macs_OLAP2__OLAP_2_new_peak_1584", "macs_OLAP1__OLAP_1_new_peak_1351")	094	ENSG00000212037	26631465	26651464	-	downstream	93698	73519	NearestLocation	NA
chr14	27332603	27332810	208	*	c("macs_OLAP2__OLAP_2_new_peak_1586", "macs_OLAP1__OLAP_1_new_peak_1354")	095	ENSG00000222899	27386860	27406859	+	upstream	-54257	54050	NearestLocation	NA
chr14	30271409	30271676	268	*	c("macs_OLAP2__OLAP_2_new_peak_1596", "macs_OLAP1__OLAP_1_new_peak_1362")	096	ENSG00000240208	30271124	30291123	+	inside	285	285	NearestLocation	NA
chr14	30973019	30973231	213	*	c("macs_OLAP2__OLAP_2_new_peak_1598", "macs_OLAP1__OLAP_1_new_peak_1364")	097	ENSG00000092140	31018365	31038364	+	upstream	-45346	45134	NearestLocation	G2E3
chr14	31633299	31633562	264	*	c("macs_OLAP1__OLAP_1_new_peak_1367", "macs_OLAP2__OLAP_2_new_peak_1602")	098	ENSG00000207440	31602146	31622145	+	downstream	31153	11154	NearestLocation	NA
chr14	32782974	32783207	234	*	c("macs_OLAP2__OLAP_2_new_peak_1606", "macs_OLAP1__OLAP_1_new_peak_1370")	099	ENSG00000151320	32788480	32808479	+	upstream	-5506	5273	NearestLocation	AKAP6
chr14	36900053	36900303	251	*	c("macs_OLAP1__OLAP_1_new_peak_1384", "macs_OLAP2__OLAP_2_new_peak_1622")	100	ENSG00000238540	36864420	36884419	+	downstream	35633	15634	NearestLocation	NA
chr14	68631538	68631788	251	*	c("macs_OLAP2__OLAP_2_new_peak_1682", "macs_OLAP1__OLAP_1_new_peak_1436")	101	ENSG00000244677	68606626	68626625	-	upstream	-4913	4913	NearestLocation	NA
chr14	68631538	68631788	251	*	c("macs_OLAP2__OLAP_2_new_peak_1682", "macs_OLAP1__OLAP_1_new_peak_1436")	101	ENSG00000222384	68606626	68626625	-	upstream	-4913	4913	NearestLocation	NA
chr14	72377711	72377909	199	*	c("macs_OLAP1__OLAP_1_new_peak_1445", "macs_OLAP2__OLAP_2_new_peak_1692")	102	ENSG00000182732	72421510	72441509	+	upstream	-43799	43601	NearestLocation	RGS6
chr14	75412468	75412698	231	*	c("macs_OLAP1__OLAP_1_new_peak_1452", "macs_OLAP2__OLAP_2_new_peak_1703")	103	ENSG00000198208	75379146	75399145	-	upstream	-13323	13323	NearestLocation	RPS6KL1
