seqnames	start	end	width	strand	peakNames	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	symbol
chr11	62355268	62355570	303	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_130", "macs_DMSOMMS1__DMMS_1_new_peak_19", "macs_OLAPMMS2__OLAPMMS_2_new_peak_99", "macs_DMSOMMS2__DMMS_2_new_peak_245")	013	ENSG00000149016	62349650	62369649	-	inside	14381	5618	NearestLocation	TUT1
chr11	62355268	62355570	303	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_130", "macs_DMSOMMS1__DMMS_1_new_peak_19", "macs_OLAPMMS2__OLAPMMS_2_new_peak_99", "macs_DMSOMMS2__DMMS_2_new_peak_245")	013	ENSG00000245764	62331647	62351646	+	downstream	23621	3622	Overlapping	NA
chr11	62355268	62355570	303	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_130", "macs_DMSOMMS1__DMMS_1_new_peak_19", "macs_OLAPMMS2__OLAPMMS_2_new_peak_99", "macs_DMSOMMS2__DMMS_2_new_peak_245")	013	ENSG00000149480	62359304	62379303	-	downstream	24035	3734	Overlapping	MTA2
chr11	76772212	76772465	254	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_138", "macs_DMSOMMS2__DMMS_2_new_peak_258", "macs_DMSOMMS1__DMMS_1_new_peak_20", "macs_OLAPMMS2__OLAPMMS_2_new_peak_105")	014	ENSG00000149260	76767993	76787992	+	inside	4219	4219	NearestLocation	CAPN5
chr11	107032432	107032739	308	*	c("macs_DMSOMMS2__DMMS_2_new_peak_277", "macs_DMSOMMS1__DMMS_1_new_peak_21", "macs_OLAPMMS1__OLAPMMS_1_new_peak_145", "macs_OLAPMMS2__OLAPMMS_2_new_peak_112")	015	ENSG00000152402	106879172	106899171	-	upstream	-133261	133261	NearestLocation	GUCY1A2
chr11	111008625	111008997	373	*	c("macs_DMSOMMS2__DMMS_2_new_peak_280", "macs_OLAPMMS2__OLAPMMS_2_new_peak_113", "macs_OLAPMMS1__OLAPMMS_1_new_peak_146", "macs_DMSOMMS1__DMMS_1_new_peak_22")	016	ENSG00000239354	110966620	110986619	-	upstream	-22006	22006	NearestLocation	NA
chr11	114049894	114050455	562	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_149", "macs_OLAPMMS2__OLAPMMS_2_new_peak_117", "macs_DMSOMMS2__DMMS_2_new_peak_286", "macs_DMSOMMS1__DMMS_1_new_peak_23")	017	ENSG00000221112	113947652	113967651	-	upstream	-82243	82243	NearestLocation	NA
chr11	131285618	131285996	379	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_158", "macs_DMSOMMS2__DMMS_2_new_peak_299", "macs_OLAPMMS2__OLAPMMS_2_new_peak_122", "macs_DMSOMMS1__DMMS_1_new_peak_24")	018	ENSG00000244715	131245145	131265144	+	downstream	40473	20474	NearestLocation	NA
chr11	134367490	134367830	341	*	c("macs_DMSOMMS2__DMMS_2_new_peak_302", "macs_OLAPMMS2__OLAPMMS_2_new_peak_123", "macs_OLAPMMS1__OLAPMMS_1_new_peak_160", "macs_DMSOMMS1__DMMS_1_new_peak_25")	019	ENSG00000216049	134310734	134330733	-	upstream	-36757	36757	NearestLocation	NA
chr12	21503982	21504257	276	*	c("macs_DMSOMMS1__DMMS_1_new_peak_26", "macs_OLAPMMS1__OLAPMMS_1_new_peak_168", "macs_DMSOMMS2__DMMS_2_new_peak_309", "macs_OLAPMMS2__OLAPMMS_2_new_peak_128")	020	ENSG00000121351	21515803	21535802	+	upstream	-11821	11546	NearestLocation	IAPP
chr12	46887710	46888040	331	*	c("macs_DMSOMMS2__DMMS_2_new_peak_324", "macs_DMSOMMS1__DMMS_1_new_peak_28", "macs_OLAPMMS1__OLAPMMS_1_new_peak_178", "macs_OLAPMMS2__OLAPMMS_2_new_peak_134")	021	ENSG00000134294	46756646	46776645	-	upstream	-111065	111065	NearestLocation	SLC38A2
chr12	57153176	57153485	310	*	c("macs_DMSOMMS2__DMMS_2_new_peak_330", "macs_OLAPMMS2__OLAPMMS_2_new_peak_136", "macs_DMSOMMS1__DMMS_1_new_peak_29", "macs_OLAPMMS1__OLAPMMS_1_new_peak_183")	022	ENSG00000198056	57136147	57156146	-	inside	2970	2661	NearestLocation	PRIM1
chr12	57153176	57153485	310	*	c("macs_DMSOMMS2__DMMS_2_new_peak_330", "macs_OLAPMMS2__OLAPMMS_2_new_peak_136", "macs_DMSOMMS1__DMMS_1_new_peak_29", "macs_OLAPMMS1__OLAPMMS_1_new_peak_183")	022	ENSG00000025423	57147109	57167108	+	inside	6067	6067	Overlapping	HSD17B6
chr12	64983946	64984329	384	*	c("macs_DMSOMMS2__DMMS_2_new_peak_336", "macs_OLAPMMS1__OLAPMMS_1_new_peak_185", "macs_DMSOMMS1__DMMS_1_new_peak_30", "macs_OLAPMMS2__OLAPMMS_2_new_peak_138")	023	ENSG00000223294	64959446	64979445	+	downstream	24500	4501	Overlapping	NA
chr12	64983946	64984329	384	*	c("macs_DMSOMMS2__DMMS_2_new_peak_336", "macs_OLAPMMS1__OLAPMMS_1_new_peak_185", "macs_DMSOMMS1__DMMS_1_new_peak_30", "macs_OLAPMMS2__OLAPMMS_2_new_peak_138")	023	ENSG00000153179	64994294	65014293	+	upstream	-10348	9965	NearestLocation	RASSF3
chr12	73447702	73447997	296	*	c("macs_DMSOMMS2__DMMS_2_new_peak_342", "macs_OLAPMMS1__OLAPMMS_1_new_peak_186", "macs_DMSOMMS1__DMMS_1_new_peak_31", "macs_OLAPMMS2__OLAPMMS_2_new_peak_140")	024	ENSG00000216084	73174426	73194425	-	upstream	-253277	253277	NearestLocation	NA
chr12	111505401	111505702	302	*	c("macs_DMSOMMS2__DMMS_2_new_peak_364", "macs_OLAPMMS2__OLAPMMS_2_new_peak_148", "macs_OLAPMMS1__OLAPMMS_1_new_peak_196", "macs_DMSOMMS1__DMMS_1_new_peak_32")	025	ENSG00000221259	111501773	111521772	+	inside	3628	3628	NearestLocation	NA
chr12	117074769	117075047	279	*	c("macs_DMSOMMS2__DMMS_2_new_peak_369", "macs_OLAPMMS2__OLAPMMS_2_new_peak_149", "macs_OLAPMMS1__OLAPMMS_1_new_peak_199", "macs_DMSOMMS1__DMMS_1_new_peak_33")	026	ENSG00000171471	116987187	117007186	+	downstream	87582	67583	NearestLocation	NA
chr13	34909776	34910041	266	*	c("macs_DMSOMMS2__DMMS_2_new_peak_382", "macs_DMSOMMS1__DMMS_1_new_peak_34", "macs_OLAPMMS1__OLAPMMS_1_new_peak_205", "macs_OLAPMMS2__OLAPMMS_2_new_peak_154")	027	ENSG00000199196	34664976	34684975	-	upstream	-224801	224801	NearestLocation	NA
chr13	43498433	43498762	330	*	c("macs_DMSOMMS2__DMMS_2_new_peak_391", "macs_OLAPMMS1__OLAPMMS_1_new_peak_211", "macs_OLAPMMS2__OLAPMMS_2_new_peak_157", "macs_DMSOMMS1__DMMS_1_new_peak_35")	028	ENSG00000238025	43497995	43517994	+	inside	438	438	NearestLocation	NA
chr13	44793076	44793413	338	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_212", "macs_DMSOMMS2__DMMS_2_new_peak_392", "macs_DMSOMMS1__DMMS_1_new_peak_36", "macs_OLAPMMS2__OLAPMMS_2_new_peak_158")	029	ENSG00000230731	44800196	44820195	-	downstream	27119	6783	NearestLocation	NA
chr13	49974109	49974385	277	*	c("macs_DMSOMMS2__DMMS_2_new_peak_396", "macs_DMSOMMS1__DMMS_1_new_peak_37", "macs_OLAPMMS1__OLAPMMS_1_new_peak_214", "macs_OLAPMMS2__OLAPMMS_2_new_peak_160")	030	ENSG00000136169	50008511	50028510	+	upstream	-34402	34126	NearestLocation	SETDB2
chr13	50432727	50433030	304	*	c("macs_DMSOMMS1__DMMS_1_new_peak_38", "macs_OLAPMMS1__OLAPMMS_1_new_peak_215", "macs_DMSOMMS2__DMMS_2_new_peak_398", "macs_OLAPMMS2__OLAPMMS_2_new_peak_161")	031	ENSG00000181358	50454653	50474652	+	upstream	-21926	21623	NearestLocation	CTAGE10P
chr13	63296120	63296407	288	*	c("macs_DMSOMMS2__DMMS_2_new_peak_407", "macs_DMSOMMS1__DMMS_1_new_peak_39", "macs_OLAPMMS1__OLAPMMS_1_new_peak_222", "macs_OLAPMMS2__OLAPMMS_2_new_peak_166")	032	ENSG00000228669	63296493	63316492	-	downstream	20372	86	NearestLocation	NA
chr13	106448564	106448842	279	*	c("macs_OLAPMMS2__OLAPMMS_2_new_peak_172", "macs_DMSOMMS2__DMMS_2_new_peak_422", "macs_OLAPMMS1__OLAPMMS_1_new_peak_231", "macs_DMSOMMS1__DMMS_1_new_peak_40")	033	ENSG00000225562	106372236	106392235	+	downstream	76328	56329	NearestLocation	NA
chr14	36398435	36398736	302	*	c("macs_DMSOMMS2__DMMS_2_new_peak_445", "macs_OLAPMMS1__OLAPMMS_1_new_peak_243", "macs_OLAPMMS2__OLAPMMS_2_new_peak_178", "macs_DMSOMMS1__DMMS_1_new_peak_41")	034	ENSG00000247439	36285972	36305971	-	upstream	-92464	92464	NearestLocation	NA
chr14	101971911	101972227	317	*	c("macs_DMSOMMS2__DMMS_2_new_peak_483", "macs_OLAPMMS1__OLAPMMS_1_new_peak_260", "macs_OLAPMMS2__OLAPMMS_2_new_peak_190", "macs_DMSOMMS1__DMMS_1_new_peak_43")	035	ENSG00000197406	102017913	102037912	+	upstream	-46002	45686	NearestLocation	DIO3
chr15	39187463	39187742	280	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_268", "macs_DMSOMMS2__DMMS_2_new_peak_496", "macs_DMSOMMS1__DMMS_1_new_peak_44", "macs_OLAPMMS2__OLAPMMS_2_new_peak_194")	036	ENSG00000240357	39298013	39318012	+	upstream	-110550	110271	NearestLocation	NA
chr15	56276111	56276403	293	*	c("macs_DMSOMMS2__DMMS_2_new_peak_512", "macs_OLAPMMS1__OLAPMMS_1_new_peak_275", "macs_DMSOMMS1__DMMS_1_new_peak_45", "macs_OLAPMMS2__OLAPMMS_2_new_peak_198")	037	ENSG00000069869	56276054	56296053	-	inside	19942	57	Overlapping	NEDD4
chr15	56276111	56276403	293	*	c("macs_DMSOMMS2__DMMS_2_new_peak_512", "macs_OLAPMMS1__OLAPMMS_1_new_peak_275", "macs_DMSOMMS1__DMMS_1_new_peak_45", "macs_OLAPMMS2__OLAPMMS_2_new_peak_198")	037	ENSG00000238513	56238003	56258002	-	upstream	-18109	18109	NearestLocation	NA
chr15	56276111	56276403	293	*	c("macs_DMSOMMS2__DMMS_2_new_peak_512", "macs_OLAPMMS1__OLAPMMS_1_new_peak_275", "macs_DMSOMMS1__DMMS_1_new_peak_45", "macs_OLAPMMS2__OLAPMMS_2_new_peak_198")	037	ENSG00000239599	56238003	56258002	-	upstream	-18109	18109	NearestLocation	NA
chr15	79156736	79157111	376	*	c("macs_DMSOMMS2__DMMS_2_new_peak_528", "macs_OLAPMMS1__OLAPMMS_1_new_peak_281", "macs_OLAPMMS2__OLAPMMS_2_new_peak_203", "macs_DMSOMMS1__DMMS_1_new_peak_46")	038	ENSG00000243711	79146072	79166071	-	inside	9335	8960	NearestLocation	NA
chr15	89673006	89673347	342	*	c("macs_DMSOMMS2__DMMS_2_new_peak_535", "macs_OLAPMMS1__OLAPMMS_1_new_peak_285", "macs_OLAPMMS2__OLAPMMS_2_new_peak_206", "macs_DMSOMMS1__DMMS_1_new_peak_48")	039	ENSG00000239151	89654011	89674010	+	inside	18995	663	NearestLocation	NA
chr15	91033248	91033510	263	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_286", "macs_DMSOMMS2__DMMS_2_new_peak_536", "macs_DMSOMMS1__DMMS_1_new_peak_49", "macs_OLAPMMS2__OLAPMMS_2_new_peak_207")	040	ENSG00000140577	91063158	91083157	+	upstream	-29910	29648	NearestLocation	CRTC3
chr16	2438887	2439161	275	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_291", "macs_DMSOMMS2__DMMS_2_new_peak_544", "macs_OLAPMMS2__OLAPMMS_2_new_peak_212", "macs_DMSOMMS1__DMMS_1_new_peak_50")	041	ENSG00000162063	2469396	2489395	+	upstream	-30509	30235	NearestLocation	CCNF
chr17	7158356	7158601	246	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_307", "macs_DMSOMMS2__DMMS_2_new_peak_584", "macs_DMSOMMS1__DMMS_1_new_peak_51", "macs_OLAPMMS2__OLAPMMS_2_new_peak_224")	042	ENSG00000170296	7135773	7155772	-	upstream	-2584	2584	NearestLocation	GABARAP
chr17	7158356	7158601	246	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_307", "macs_DMSOMMS2__DMMS_2_new_peak_584", "macs_DMSOMMS1__DMMS_1_new_peak_51", "macs_OLAPMMS2__OLAPMMS_2_new_peak_224")	042	ENSG00000245207	7135520	7155519	+	downstream	22836	2837	Overlapping	NA
chr17	7158356	7158601	246	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_307", "macs_DMSOMMS2__DMMS_2_new_peak_584", "macs_DMSOMMS1__DMMS_1_new_peak_51", "macs_OLAPMMS2__OLAPMMS_2_new_peak_224")	042	ENSG00000175826	7145281	7165280	-	inside	6924	6679	Overlapping	CTDNEP1
chr17	7158356	7158601	246	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_307", "macs_DMSOMMS2__DMMS_2_new_peak_584", "macs_DMSOMMS1__DMMS_1_new_peak_51", "macs_OLAPMMS2__OLAPMMS_2_new_peak_224")	042	ENSG00000170291	7145373	7165372	+	inside	12983	6771	Overlapping	ELP5
chr17	7158356	7158601	246	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_307", "macs_DMSOMMS2__DMMS_2_new_peak_584", "macs_DMSOMMS1__DMMS_1_new_peak_51", "macs_OLAPMMS2__OLAPMMS_2_new_peak_224")	042	ENSG00000181885	7156520	7176519	-	inside	18163	1836	Overlapping	CLDN7
chr17	7158356	7158601	246	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_307", "macs_DMSOMMS2__DMMS_2_new_peak_584", "macs_DMSOMMS1__DMMS_1_new_peak_51", "macs_OLAPMMS2__OLAPMMS_2_new_peak_224")	042	ENSG00000202251	7159486	7179485	-	downstream	21129	885	Overlapping	NA
chr17	19151459	19151774	316	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_310", "macs_DMSOMMS1__DMMS_1_new_peak_52", "macs_OLAPMMS2__OLAPMMS_2_new_peak_228", "macs_DMSOMMS2__DMMS_2_new_peak_590")	043	ENSG00000072134	19130691	19150690	+	downstream	20768	769	Overlapping	EPN2
chr17	19151459	19151774	316	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_310", "macs_DMSOMMS1__DMMS_1_new_peak_52", "macs_OLAPMMS2__OLAPMMS_2_new_peak_228", "macs_DMSOMMS2__DMMS_2_new_peak_590")	043	ENSG00000226966	19164707	19184706	+	upstream	-13248	12933	NearestLocation	NA
chr17	42154234	42154502	269	*	c("macs_DMSOMMS2__DMMS_2_new_peak_603", "macs_OLAPMMS1__OLAPMMS_1_new_peak_316", "macs_DMSOMMS1__DMMS_1_new_peak_53", "macs_OLAPMMS2__OLAPMMS_2_new_peak_232")	044	ENSG00000161654	42134104	42154103	-	upstream	-131	131	NearestLocation	LSM12
chr17	42154234	42154502	269	*	c("macs_DMSOMMS2__DMMS_2_new_peak_603", "macs_OLAPMMS1__OLAPMMS_1_new_peak_316", "macs_DMSOMMS1__DMMS_1_new_peak_53", "macs_OLAPMMS2__OLAPMMS_2_new_peak_232")	044	ENSG00000141349	42138119	42158118	+	inside	16115	3616	Overlapping	G6PC3
chr17	60803149	60803535	387	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_323", "macs_OLAPMMS2__OLAPMMS_2_new_peak_235", "macs_DMSOMMS2__DMMS_2_new_peak_616", "macs_DMSOMMS1__DMMS_1_new_peak_54")	045	ENSG00000199697	60751267	60771266	+	downstream	51882	31883	NearestLocation	NA
chr17	74170238	74170497	260	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_330", "macs_DMSOMMS2__DMMS_2_new_peak_627", "macs_OLAPMMS2__OLAPMMS_2_new_peak_240", "macs_DMSOMMS1__DMMS_1_new_peak_55")	046	ENSG00000129654	74127372	74147371	-	upstream	-22867	22867	NearestLocation	FOXJ1
chr17	76111065	76111352	288	*	c("macs_DMSOMMS2__DMMS_2_new_peak_628", "macs_OLAPMMS1__OLAPMMS_1_new_peak_331", "macs_OLAPMMS2__OLAPMMS_2_new_peak_241", "macs_DMSOMMS1__DMMS_1_new_peak_56")	047	ENSG00000204282	76097881	76117880	-	inside	6815	6528	Overlapping	TNRC6C-AS1
chr17	76111065	76111352	288	*	c("macs_DMSOMMS2__DMMS_2_new_peak_628", "macs_OLAPMMS1__OLAPMMS_1_new_peak_331", "macs_OLAPMMS2__OLAPMMS_2_new_peak_241", "macs_DMSOMMS1__DMMS_1_new_peak_56")	047	ENSG00000167895	76116860	76136859	+	upstream	-5795	5508	NearestLocation	TMC8
chr18	56217146	56217514	369	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_343", "macs_OLAPMMS2__OLAPMMS_2_new_peak_254", "macs_DMSOMMS2__DMMS_2_new_peak_657", "macs_DMSOMMS1__DMMS_1_new_peak_57")	048	ENSG00000239659	56288487	56308486	+	upstream	-71341	70973	NearestLocation	NA
chr18	70856995	70857327	333	*	c("macs_DMSOMMS2__DMMS_2_new_peak_664", "macs_OLAPMMS1__OLAPMMS_1_new_peak_347", "macs_DMSOMMS1__DMMS_1_new_peak_58", "macs_OLAPMMS2__OLAPMMS_2_new_peak_258")	049	ENSG00000166342	70525185	70545184	-	upstream	-311811	311811	NearestLocation	NETO1
chr19	4991604	4992354	751	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_350", "macs_DMSOMMS2__DMMS_2_new_peak_665", "macs_DMSOMMS1__DMMS_1_new_peak_59", "macs_OLAPMMS2__OLAPMMS_2_new_peak_260", "macs_OLAPMMS2__OLAPMMS_2_new_peak_261")	050	ENSG00000127663	4959125	4979124	+	downstream	32479	12480	NearestLocation	KDM4B
chr19	6350692	6350971	280	*	c("macs_DMSOMMS2__DMMS_2_new_peak_667", "macs_DMSOMMS1__DMMS_1_new_peak_60", "macs_OLAPMMS1__OLAPMMS_1_new_peak_351", "macs_OLAPMMS2__OLAPMMS_2_new_peak_263")	051	ENSG00000125656	6351464	6371463	+	upstream	-772	493	NearestLocation	CLPP
chr19	46246292	46246636	345	*	c("macs_DMSOMMS2__DMMS_2_new_peak_681", "macs_OLAPMMS1__OLAPMMS_1_new_peak_358", "macs_OLAPMMS2__OLAPMMS_2_new_peak_267", "macs_DMSOMMS1__DMMS_1_new_peak_61")	052	ENSG00000177051	46224152	46244151	-	upstream	-2141	2141	NearestLocation	FBXO46
chr19	46246292	46246636	345	*	c("macs_DMSOMMS2__DMMS_2_new_peak_681", "macs_OLAPMMS1__OLAPMMS_1_new_peak_358", "macs_OLAPMMS2__OLAPMMS_2_new_peak_267", "macs_DMSOMMS1__DMMS_1_new_peak_61")	052	ENSG00000237452	46226510	46246509	+	overlapEnd	19782	127	Overlapping	BHMG1
chr2	100684272	100684660	389	*	c("macs_DMSOMMS2__DMMS_2_new_peak_729", "macs_OLAPMMS1__OLAPMMS_1_new_peak_385", "macs_OLAPMMS2__OLAPMMS_2_new_peak_290", "macs_DMSOMMS1__DMMS_1_new_peak_64")	053	ENSG00000230393	100711382	100731381	+	upstream	-27110	26722	NearestLocation	NA
chr2	164224391	164224689	299	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_401", "macs_OLAPMMS2__OLAPMMS_2_new_peak_305", "macs_DMSOMMS2__DMMS_2_new_peak_761", "macs_DMSOMMS1__DMMS_1_new_peak_65")	054	ENSG00000200902	164135506	164155505	+	downstream	88885	68886	NearestLocation	NA
chr2	180438955	180439267	313	*	c("macs_DMSOMMS2__DMMS_2_new_peak_769", "macs_OLAPMMS1__OLAPMMS_1_new_peak_405", "macs_OLAPMMS2__OLAPMMS_2_new_peak_310", "macs_DMSOMMS1__DMMS_1_new_peak_66")	055	ENSG00000237964	180255603	180275602	-	upstream	-163353	163353	NearestLocation	NA
chr2	227603398	227603790	393	*	c("macs_DMSOMMS2__DMMS_2_new_peak_789", "macs_OLAPMMS2__OLAPMMS_2_new_peak_323", "macs_DMSOMMS1__DMMS_1_new_peak_67", "macs_OLAPMMS1__OLAPMMS_1_new_peak_419")	056	ENSG00000169047	227654476	227674475	-	downstream	71077	50686	NearestLocation	IRS1
chr20	1779651	1779995	345	*	c("macs_DMSOMMS2__DMMS_2_new_peak_800", "macs_OLAPMMS1__OLAPMMS_1_new_peak_425", "macs_DMSOMMS1__DMMS_1_new_peak_69", "macs_OLAPMMS2__OLAPMMS_2_new_peak_328")	057	ENSG00000232528	1750644	1770643	-	upstream	-9008	9008	NearestLocation	LOC100289473
chr20	10639394	10639689	296	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_431", "macs_OLAPMMS2__OLAPMMS_2_new_peak_330", "macs_DMSOMMS2__DMMS_2_new_peak_806", "macs_DMSOMMS1__DMMS_1_new_peak_70")	058	ENSG00000245640	10632579	10652578	+	inside	6815	6815	Overlapping	NA
chr20	10639394	10639689	296	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_431", "macs_OLAPMMS2__OLAPMMS_2_new_peak_330", "macs_DMSOMMS2__DMMS_2_new_peak_806", "macs_DMSOMMS1__DMMS_1_new_peak_70")	058	ENSG00000246602	10644277	10664276	+	upstream	-4883	4588	NearestLocation	NA
chr20	21974824	21975164	341	*	c("macs_DMSOMMS2__DMMS_2_new_peak_813", "macs_OLAPMMS1__OLAPMMS_1_new_peak_434", "macs_DMSOMMS1__DMMS_1_new_peak_71", "macs_OLAPMMS2__OLAPMMS_2_new_peak_332")	059	ENSG00000234435	22024832	22044831	+	upstream	-50008	49668	NearestLocation	LINC01432
